smile,flavor
O=Cc1ccccc1,bitter
NC(=O)c1ccccc1,bitter
[Cl-].CC(C)(C)CC(C)(C)c1ccc(cc1)OCCOCC[N+](C)(C)Cc1ccccc1,bitter
OC(=O)C(O)(c1ccccc1)c1ccccc1,bitter
OC(c1ccccc1)C(=O)c1ccccc1,bitter
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc31)OCO2,bitter
[Cl-].COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc31)OCO2,bitter
COc1c2c(cc3c1C=CC(=O)O3)OC=C2,bitter
CC1=C(C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC2=C(C)CCCC2(C)C)C(C)(C)CCC1,bitter
COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C3C6C5CC14,bitter
COc1ccc(cc1)C1=COc2cc(cc(c2C1=O)O)O,bitter
CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(cc1)S([O-])(=O)=O,bitter
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C3C6C5CC14,bitter
CC(=O)OC1CC2(O)C3CCC4CC(CCC4(C)C3CCC2(C)C1C1=COC(=O)C=C1)OC(=O)CCCCCCC(=O)NC(CCCN=C(N)N)C(O)=O,bitter
Cl.CC(NC(C)(C)C)C(=O)c1cccc(c1)Cl,bitter
[Na+].CCC(C)C1(CC)C(=O)NC(=NC1=O)[O-],bitter
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,bitter
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,bitter
[Na+].CCC(C)C1(CC(Br)=C)C(=O)NC(=NC1=O)[O-],bitter
CCCC(CC)NC(=O)C(N)CC(O)=O,bitter
Oc1ccc(c(c1)O)C(=O)C=Cc1ccc(c(c1)O)O,bitter
CCCCC1(CC)C(=O)NC(=O)NC1=O,bitter
Cl.CC(C)CNCCOC(=O)c1cccc(c1)N,bitter
CCCCOC(=O)CCC(C)=O,bitter
OC(=O)C=Cc1ccc(c(c1)O)O,bitter
CCOC(=O)C=Cc1ccc(c(c1)O[Si](C)(C)C)O[Si](C)(C)C,bitter
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,bitter
[Ca+2].CC(O)C([O-])=O.CC([O-])C(O)=O,bitter
CCN(CC)C(=O)c1ccc[n+](c1)C.CC1(C)C2CCC1(C)C(=O)C2S([O-])(=O)=O,bitter
OC1COC2(CC1O)CN1C(=CC=C1C=O)CO2,bitter
O=C1CCCCCN1,bitter
CCOC(=O)N1C=CN(C)C1=S,bitter
CN(C)CCOC(c1ccc(cc1)Cl)c1ccccn1.OC(=O)C=CC(O)=O,bitter
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,bitter
CC(C)c1cc2c(c(c1O)O)C13CCCC(C)(C)C3CC2OC1=O,bitter
CC1C(CC2(C)C(CCC(O)C2(C)O)C1(CC(O)c1ccoc1)C=O)OC(C)=O,bitter
COCC1=C(N2C(SC1)C(NC(=O)C(=NOC)C1=CSC(=N1)N)C2=O)C(=O)OC(C)OC(=O)OC(C)C,bitter
CCC1CN2CCc3cc(c(cc3C2CC1CC1NCCc2cc(c(cc12)OC)O)OC)OC,bitter
CCOCc1c(c(c(c2c1OC(=O)c1c(cc(c(c1O2)C=O)O)C)C)C(O)=O)O,bitter
O=C(C=Cc1ccccc1)c1ccccc1,bitter
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,bitter
OC(O)C(Cl)(Cl)Cl,bitter
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,bitter
Cl.Cl.Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1,bitter
OCCN(Cc1ccc(cc1Cl)Cl)C(=O)C(Cl)Cl,bitter
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,bitter
NC(Nc1ccc(cc1)Cl)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc1ccc(cc1)Cl,bitter
COC(CNC(N)=O)C[Hg]Cl,bitter
Cl.Cl.CCN(CC)CC(O)CNc1c2ccc(cc2nc2ccc(cc12)OC)Cl,bitter
[Cl-].CC[NH+](CC)CCOC(=O)c1ccc(cc1Cl)N,bitter
CCN(CC)CCCC(C)Nc1ccnc2cc(ccc12)Cl,bitter
CCN(CC)CCCC(C)Nc1ccnc2cc(ccc12)Cl.OP(O)(O)=O.OP(O)(O)=O,bitter
CN(C)CCC(c1ccc(cc1)Cl)c1ccccn1,bitter
[Cl-].C[N+](C)(C)CCO,bitter
CC(C1CCC2C3CCC4CC(N)CCC4(C)C3CCC12C)N(C)C,bitter
Oc1c2c(c(cc1N(=O)=O)N(=O)=O)C(=O)c1c(c(c(cc1N(=O)=O)N(=O)=O)O)C2=O,bitter
Oc1cc(c2c(c1)OC(=CC2=O)c1ccccc1)O,bitter
COc1cc(ccc1O)C1=CC(=O)c2c(cc(cc2O1)O)O,bitter
OC(C1CC2CCN1CC2C=C)c1ccnc2ccccc12,bitter
OC(=O)c1cc(nc2ccccc12)-c1ccccc1,bitter
CC(C(O)c1ccccc1)N(C)CC=Cc1ccccc1,bitter
OCC=Cc1ccccc1,bitter
OC(=O)C1=CN(C2CC2)c2cc(c(cc2C1=O)F)N1CCNCC1,bitter
CC(C)CCCCCCCC=CC(O)=O,bitter
CCC(C)C(=O)C1=C(O)C(O)C(CC=C(C)C)C1=O,bitter
CCC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)C,bitter
CC(C)C=CC(=O)C1(O)C(CC=C(C)C)C(=O)C(=C1O)C(=O)C(C)C,bitter
CC(C)CC(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)C,bitter
CC(C)C(=O)C1=C(O)C(O)C(CC=C(C)C)C1=O,bitter
O=C1CNC(=O)C(Cc2ccccc2)N1,bitter
O=C1CNC(=O)C2CCCN12,bitter
CC1NC(=O)CNC1=O,bitter
CCC(C)C1NC(=O)C(C)NC1=O,bitter
CC(C)CC1NC(=O)C(C)NC1=O,bitter
CC1NC(=O)C(Cc2ccccc2)NC1=O,bitter
CC1NC(=O)C2CCCN2C1=O,bitter
CC1NC(=O)C(Cc2ccc(cc2)O)NC1=O,bitter
CC(C)C1NC(=O)C(C)NC1=O,bitter
NC(=O)CC1NC(=O)C(Cc2ccccc2)NC1=O,bitter
OC(=O)CC1NC(=O)C(Cc2ccccc2)NC1=O,bitter
CCC(C)C1NC(=O)C(Cc2ccccc2)NC1=O,bitter
CCC(C)C1NC(=O)C2CCCN2C1=O,bitter
CC(C)CC1NC(=O)CNC1=O,bitter
CC(C)CC1NC(=O)C(Cc2ccccc2)NC1=O,bitter
CC(C)CC1NC(=O)C2CCCN2C1=O,bitter
O=C1NC(Cc2ccccc2)C(=O)N2CCCC12,bitter
OCC1NC(=O)C(Cc2ccccc2)NC1=O,bitter
CC(O)C1NC(=O)C2CCCN2C1=O,bitter
Oc1ccc(cc1)CC1NC(=O)C2CCCN2C1=O,bitter
CC(C)CC1NC(=O)C(NC1=O)C(C)C,bitter
CC(C)C1NC(=O)C(Cc2ccccc2)NC1=O,bitter
CC(C)C1NC(=O)C2CCCN2C1=O,bitter
CC(C)C1NC(=O)C(Cc2ccc(cc2)O)NC1=O,bitter
CC(C)C1NC(=O)C(NC1=O)C(C)C,bitter
CC(C)CC(=O)C1=C(O)C(CC=C(C)C)C(O)C1=O,bitter
CCC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)CC=C(C)C,bitter
CC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)CC=C(C)C,bitter
CC(C)CC(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)CC=C(C)C,bitter
CCOC(=O)C=Cc1ccc(cc1)O,bitter
COC(=O)C=Cc1ccc(cc1)O,bitter
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(CC(C)C(=O)C(C)C(O)C1(C)O)OC,bitter
CCCC1CC(N(C)C1)C(=O)NC(C(C)Cl)C1OC(SC)C(O)C(O)C1O,bitter
Cl.CC(CN(C)C)C(C)(O)Cc1ccc(cc1)Cl,bitter
Cc1c(cccc1Nc1ncccc1C(O)=O)Cl,bitter
CC1=CCCC(=CC2OC(=O)C(=C)C2C(C1)OC(=O)C(=C)C(O)CO)CO,bitter
COC(=O)C1C(CC2CCC1N2C)OC(=O)c1ccccc1,bitter
COc1ccc(cc1OC)CC1N(C)CCc2cc(c(cc12)O)OC,bitter
CC(C)C(=O)C1C(=O)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,bitter
CC(C)C(=O)C1=C(O)C(O)(CC=C(C)C)C(O)(C(=O)CC=C(C)C)C1=O,bitter
CC(C)C(=O)C1=C(O)C(=C(O)C(O)(CC=C(C)C)C1=O)CC=C(C)C,bitter
COC1=CC=C2C(=CC1=O)C(CCc1cc(c(c(c21)OC)OC)OC)NC(C)=O,bitter
CC12CC(OC(=O)C2CCC2(C)C1C1OC(=O)C2(O)C=C1)C1=COC=C1,bitter
CC(C)C(=O)C1=C(O)C(=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O)CC=C(C)C,bitter
CCCCN1C(=O)c2ccc(cc2S1(=O)=O)N(=O)=O,bitter
CC(C)N1C(=O)c2ccc(cc2S1(=O)=O)N(=O)=O,bitter
CCCCCN1C(=O)c2ccc(cc2S1(=O)=O)N(=O)=O,bitter
ClC(Cl)(Cl)SN1C(=O)c2ccc(cc2S1(=O)=O)N(=O)=O,bitter
C=CCN1C(=O)c2ccc(cc2S1(=O)=O)N(=O)=O,bitter
CN1C(=O)c2ccc(cc2S1(=O)=O)S(N)(=O)=O,bitter
CCN(CC)CCCN1S(=O)(=O)c2ccccc2S1(=O)=O,bitter
CCCCN(CCCC)CCN1S(=O)(=O)c2ccccc2S1(=O)=O,bitter
CC1(C)CC(CC2(C)C1CCC13CC(CCC21)C(=C)C3=O)OOC1OC(CO)C(O)C(O)C1O,bitter
CC1C2CC(O)C3C4(COC(C)=O)C(CCC(C)(C)C4CO)OC(=O)C3(C2)C1O,bitter
CC1C2CC(OC(C)=O)C3C45COC(OC(C)=O)C5C(C)(C)CCC4OC(=O)C3(C2)C1=O,bitter
CC1C2CC(O)C3C45COC=C5C(C)(C)CCC4OC(=O)C3(C2)C1=O,bitter
COC(=O)C(C)C1CC(OC(C)=O)C2C(C1)C(=O)OC1CCC(C)(C)C(COC(C)=O)C21CO,bitter
CC1C2CCC3C45COC(O)(C(O)C5C(C)(C)CCC4=O)C3(C2O)C1=O,bitter
CC1C2CC(OC(C)=O)C3C45COC(O)(C(O)C5C(C)(C)CCC4OC(C)=O)C3(C2)C1O,bitter
CC1C2CCC3C45COC(=O)C5C(C)(C)C(CC4OC(=O)C3(C2)C1=O)OC(C)=O,bitter
CC1C2CCC(C34CCC(=O)C(C)(C)C4C(=O)OC3)C(C2)(C(O)=O)C1=O,bitter
Br.Br.CC1C2CCC3C4CC=C5CC(CCC5(C)C4CCC23CN1C)N(C)C,bitter
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(CCC5(O)C4CCC3(O)C2)C2=CC(=O)OC2)C(O)C(O)C1O,bitter
CC(=C)C1C2CC3(C)C(O)(C4OC4C43CO4)C1C(=O)O2,bitter
CC1=CCCC(=CC2OC(=O)C(=C)C2CC1)C,bitter
OC(=O)C1=Cc2ccccc2O1,bitter
Oc1ccc2c(c1)OC(=O)C1=C2Oc2cc(ccc12)O,bitter
CN(CC(O)=O)C(N)=N,bitter
CN1CC(=O)N=C1N,bitter
CC12CCC(OO)C(=CCC3C(OC(=O)C3=C)C1O)C2,bitter
OC(COc1ccc2c(c1)C(=O)C=C(O2)C(O)=O)COc1cccc2c1C(=O)C=C(O2)C(O)=O,bitter
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter
CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter
CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter
Oc1cc(c2cc(c([o+]c2c1)-c1ccc(c(c1)O)O)O)O,bitter
OCC1OC(Oc2cc3c(cc(cc3[o+]c2-c2ccc(c(c2)O)O)O)O)C(O)C(O)C1O,bitter
Cl.CNCC(C)C1CCCCC1,bitter
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,bitter
[Ca+2].CCC1(C(=O)NC(=O)N=C1[O-])C1=CCCCC1.CCC1(C(=O)NC(=O)N=C1[O-])C1=CCCCC1,bitter
COCC(C)(OC)C1CCC(=CC1)C,bitter
CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1,bitter
NC1CCCCC1,bitter
CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CCS(C)=O)NC1=O)C(C)C,bitter
O=C1CCCCCCC1,bitter
Cl.CNC(C)CC1CCCC1,bitter
C=CCC1(C2CCC=C2)C(=O)NC(=O)NC1=O,bitter
Cl.OC(CCN1CCCCC1)(C1CCCC1)c1ccccc1,bitter
OCC(=C)C(=O)OC1CC(=C)C2CC(O)C(=C)C2C2OC(=O)C(=C)C12,bitter
Oc1ccc(cc1)C1=COc2cc(ccc2C1=O)O,bitter
OCC1OC(Oc2ccc3c(c2)OC=C(C3=O)c2ccc(cc2)O)C(O)C(O)C1O,bitter
OCC1OC(OCC2OC(OC(C#N)c3ccccc3)C(O)C(O)C2O)C(O)C(O)C1O,bitter
Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,bitter
Oc1cc(c2c(c1)OC(=C(O)C2=O)c1ccccc1O)O,bitter
CC1(C)C2CCC1(C)C(=O)C2,bitter
CC(CCO)CCC=C(C)C,bitter
CN1C=CC(=O)C(=C1C)O,bitter
CC(CCC(O)=O)C1CCC2C3C(CC(=O)C12C)C1(C)CCC(=O)CC1CC3=O,bitter
OCC(=C)C(=O)OC1CC(=C)C2CC(=O)C(=C)C2C2OC(=O)C(=C)C12,bitter
CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)C(CC3(C1=O)C2=O)C(C)=C,bitter
CC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)C(CC3(C1=O)C2=O)C(C)=C,bitter
CC(C)CC(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)C(CC3(C1=O)C2=O)C(C)=C,bitter
CC[N+](CC)(CC(=O)Nc1c(cccc1C)C)Cc1ccccc1.[O-]C(=O)c1ccccc1,bitter
[Cl-].CC[N+](CC)(CC(=O)Nc1c(cccc1C)C)Cc1ccccc1,bitter
Cc1cccc(c1NC(=O)C[N+](C)(C)CCl)C,bitter
Cc1cccc(c1NC(=O)C[N+](C)(C)CCBr)C,bitter
Cc1cccc(c1NC(=O)C[N+](C)(C)CCCCI)C,bitter
Cc1cccc(c1NC(=O)C[N+](C)(C)CCCCCCl)C,bitter
Cc1cccc(c1NC(=O)C[N+](C)(C)CCCCCCCl)C,bitter
Cc1cccc(c1NC(=O)C[N+](C)(C)CCCCCCCCCl)C,bitter
Cc1cccc(c1NC(=O)C[N+](C)(C)CCCCCCCCCCCl)C,bitter
Cc1cccc(c1NC(=O)C[N+](C)(C)Cc1ccc(cc1)Cl)C,bitter
Cc1cccc(c1NC(=O)C[N+](C)(C)CCc1ccc(cc1)Cl)C,bitter
Cc1cccc(c1NC(=O)C[N+](C)(C)CCCc1ccc(cc1)Cl)C,bitter
CC[N+](C)(CC(=O)Nc1c(cccc1C)C)Cc1ccc(cc1)Cl,bitter
CCCC[N+](C)(CC(=O)Nc1c(cccc1C)C)Cc1ccc(cc1)Cl,bitter
Cc1cccc(c1NC(=O)C[N+](C)(Cc1ccccc1)Cc1ccc(cc1)Cl)C,bitter
CC[N+](CC)(CC(=O)Nc1c(cccc1C)C)Cc1ccc(cc1)Cl,bitter
CC[N+](CC)(CC(=O)Nc1c(cccc1C)C)Cc1ccccc1.[O-]C1=NS(=O)(=O)c2ccccc12,bitter
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,bitter
COc1ccc2c(c1)C13CCCCC3C(C2)N(C)CC1,bitter
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1.OC(C(O)C(O)=O)C(O)=O,bitter
CC1(C)C2CCC(C)(C2)C1=O,bitter
CN1C(=O)CN=C(c2ccccc2)c2cc(ccc12)Cl,bitter
NCC1CCC(N)C(O1)OC1C(N)CC(N)C(OC2OC(CO)C(O)C(N)C2O)C1O.OS(O)(=O)=O,bitter
OC(=O)Cc1ccccc1Nc1c(cccc1Cl)Cl,bitter
OC1=C(CC2=C(O)c3ccccc3OC2=O)C(=O)Oc2ccccc12,bitter
Cl.CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,bitter
CCOC(=O)c1ccccc1C(=O)OCC,bitter
CCC(Br)(CC)C(N)=O,bitter
CC1OC(CC(O)C1O)OC1C(O)CC(OC1C)OC1C(O)CC(OC1C)OC1CCC2(C)C(CCC3C2CCC2(C)C(CCC32O)C2=CC(=O)OC2)C1,bitter
CC1C2CCC3(C)C(O)CCC(=C3C2OC1=O)C,bitter
CC1C2CC(O)C3C45COC(O)C5C(C)(C)CCC4OC(=O)C3(C2)C1=O,bitter
CC1C2CC(O)C3C4(COC(C)=O)C(CCC(C)(C)C4C=O)OC(=O)C3(C2)C1=O,bitter
CC1C2CCC3C45COC(OC(C)=C)(C(OC(C)=O)C5C(C)(C)CCC4OC(C)=O)C3(C2OC(C)=O)C1=O,bitter
Cl.COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)C1OC(C)=O,bitter
CN1CCC23CCCCC3C1Cc1ccc(cc21)C.OP(O)(O)=O,bitter
Cl.CCN(CC)CC(C)(C)COC(=O)c1ccc(cc1)N,bitter
CS(C)=O,bitter
CC12CC(OC(=O)C2CC(=O)C2C3CC(CC12)OC3=O)C1=COC=C1,bitter
CC1CCC2(OC1)OC1CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C1C2C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(O)C1O,bitter
CN(C)C(=O)C(=O)N(N(C)C(C)=O)c1ccccc1,bitter
Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,bitter
CN(C)CCOC(c1ccccc1)c1ccccc1,bitter
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,bitter
OCCN(CCO)c1nc(c2nc(nc(c2n1)N1CCCCC1)N(CCO)CCO)N1CCCCC1,bitter
CC1C2CC(O)C3C4(COC(C)=O)C(CCC(C)(C)C4C(O)=O)OC(=O)C3(C2)C1=O,bitter
COC(=O)C1C(C)(C)CCC2OC(=O)C34CC(CC(O)C3C12COC(C)=O)C(C)C4=O,bitter
OC(C=C)C(O)C=C,bitter
CC(C)CC(N)C(=O)NC(CC(C)C)C(O)=O,bitter
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(O)=O,bitter
[Cl-].CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1,bitter
[Br-].CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,bitter
Cl.COc1cc2c(cc1OC)C(=O)C(CC1CCN(CC1)Cc1ccccc1)C2,bitter
CN(C)CCC=C1c2ccccc2COc2ccccc12,bitter
COc1ccc2c(c1OC)C13CCN(C)C(C2)C3(O)CCC(O)C1,bitter
CN1C(=O)N(C)C2=C(N(CC(O)CO)C=N2)C1=O,bitter
[Br-].CC[N+](C)(C)c1cccc(c1)O,bitter
O=C(OC1CCN2CC3CC(CN4C3CCCC4=O)C2C1)C=Cc1ccccc1,bitter
CCC1CN2CCc3cc(c(cc3C2CC1CC1NCCc2cc(c(cc12)OC)OC)OC)OC,bitter
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(O)=O,bitter
CC1(C)C(O)CC2OC(=O)C34CC(CCC3C32COC(O)C13)C(=C)C4=O,bitter
CC(=O)OC1CC2OC(=O)C34CC(CCC3C32COC(O)C3C1(C)C)C(=C)C4=O,bitter
CCN1C=C(C(O)=O)C(=O)c2cc(c(nc12)N1CCNCC1)F,bitter
Oc1cc(c2c(c1)OC(C(C2)OC(=O)c1cc(c(c(c1)O)O)O)c1cc(c(c(c1)O)O)O)O,bitter
COc1cc(nc(n1)N1N=C(C)C=C1OC)C,bitter
OC1CC2C(C3OC(=O)C(=C)C3CCC2=C)C1=C,bitter
Cl.Cl.CCOC(CN1CCN(CC1)CC(C)C(=O)c1ccccc1)c1ccccc1,bitter
Oc1cc(c2c(c1)OC(CC2=O)c1ccc(c(c1)O)O)O,bitter
Oc1cc(c(c(c1)O)C(=O)C=Cc1ccc(c(c1)O)O)O,bitter
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,bitter
OCC1OC(Oc2cc3c(cc2O)OC(=O)C=C3)C(O)C(O)C1O,bitter
CCOC(=O)C(Cc1ccc(c(c1)O)OC)c1ccccc1,bitter
CCOC(=O)c1ccccc1,bitter
CCOC(=O)CC(=O)c1ccccc1,bitter
CCOC(=O)C(C1=C(O)c2ccccc2OC1=O)C1=C(O)c2ccccc2OC1=O,bitter
CCC1=C(O)C(=O)C=CO1,bitter
CCOC(=O)C=Cc1ccc(c(c1)O)O,bitter
Cl.CCN(CC)CCOC(c1ccccc1)c1ccccc1,bitter
S=C1NCCN1,bitter
CCOc1ccc2nccc(c2c1)C(O)C1CC2CCN1CC2CC,bitter
CCc1cnccn1,bitter
Cl.CCNCC(O)c1cccc(c1)O,bitter
COc1cc(c2c(c1)OC(=CC2=O)C)O,bitter
COc1ccc(cc1OC)CC=C,bitter
CCCCCCCC=CC(O)C#CC#CC(O)C=C,bitter
CCCCCCCC=CC(O)C#CC#CC(OC(C)=O)C=C,bitter
CCCCCCCC=CCC#CC#CC(O)C=C,bitter
NC(N)=Nc1nc(cs1)CSCCC(N)=NS(N)(=O)=O,bitter
Cl.CC(Cc1ccccc1)N(C)CCNC1=NC2=C(N1C)C(=O)N(C)C(=O)N2C,bitter
CC1(C)C2CCC(C)(C2)C1O,bitter
COc1ccc(cc1)CC=C.COc1ccc(cc1)C=CC.CC1(C)C2CCC(C)(C2)C1=O,bitter
Cl.CC(Cc1ccccc1)NCCC#N,bitter
CCC(=O)N(C1CCN(CC1)CCc1ccccc1)c1ccccc1.OC(=O)CC(O)(CC(O)=O)C(O)=O,bitter
[Fe+2].[O-]S([O-])(=O)=O.c1cnc2c(c1)ccc1cccnc21.c1cnc2c(c1)ccc1cccnc21.c1cnc2c(c1)ccc1cccnc21,bitter
CCOC(=O)C=Cc1ccc(c(c1)OC)O,bitter
Oc1ccc2c(c1)OC(=C(O)C2=O)c1ccc(c(c1)O)O,bitter
O=C1CC(Oc2ccccc12)c1ccccc1,bitter
O=C1C=C(Oc2ccccc12)c1ccccc1,bitter
OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,bitter
COc1ccc(cc1)C1=COc2cc(ccc2C1=O)O,bitter
COc1cc2c(c(c1O)OC1OC(CO)C(O)C(O)C1O)OC(=O)C=C2,bitter
OCC1=CC=CO1,bitter
CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1(C)OC(C)(CO)C(C)(COCC2(C)OC(C)(CO)C(C)(O)C(C)(O)C2(C)OC2(C)OC(C)(CO)C(C)(O)C(C)(O)C2(C)O)C(C)(O)C1(C)O)COCC1(C)OC(C)(CO)C(C)(O)C(C)(O)C1(C)O,bitter
OC1C(Oc2cc(ccc2C1=O)O)c1ccc(c(c1)O)O,bitter
CC(C)=CCN=C(N)N,bitter
CCOC(=O)c1cc(c(c(c1)O)O)O,bitter
CC12CCC(O)CC2CCC2C1C(O)CC1(C)C(CCC21O)C1=COC(=O)C=C1,bitter
c1cc(ccn1)-c1ccncc1,bitter
NC(CCC(=O)NC(Cc1ccc(cc1)O)C(O)=O)C(O)=O,bitter
CC(CC(=O)CC(C)C(O)=O)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O,bitter
CC12CCCC3(CN4CCOC14)C2CCC12CC(CCC31)C(=C)C2O,bitter
COc1c(c(cc2c1N(C=C(C(O)=O)C2=O)C1CC1)F)N1CCNC(C)C1,bitter
CC(CCC1C(C)(O)CC(OC2OCC(O)C(O)C2O)C2C(C)(CO)CCCC12C)=CCO,bitter
COc1cc(c(cc1OC)C=O)OC,bitter
Oc1ccc(cc1)C1=COc2cc(cc(c2C1=O)O)O,bitter
COc1cc(c2c(c1)OC(=CC2=O)c1ccc(cc1)O)O,bitter
C=Cc1cncc2c1CCOC2=O,bitter
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,bitter
OCC1OC(OC2OC=C3C(=O)OCC=C3C2C=C)C(O)C(O)C1O,bitter
CC(=O)OCC=C(C)CCC=C(C)C,bitter
CC(C)=CCCC(C)=CCOC=O,bitter
CC1=CC(O)C2C(CC(=CCC1)C)OC(=O)C2(C)O,bitter
CC1CCCC2(C)CCC3C(C)C(=O)OC3C12,bitter
OCC1OC(Oc2cccc3cc4c(c(c23)O)C(=O)OC4)C(O)C(O)C1O,bitter
CC1C(=O)OC2CC34C5CC(C(C)(C)C)C64C(O)C(=O)OC6OC3(C(=O)O5)C12O,bitter
CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C64C(O)C(=O)OC6OC3(C(=O)O5)C12O,bitter
CC1C(=O)OC2C(O)C34C5OC(=O)C4(OC4OC(=O)C(O)C34C(C5O)C(C)(C)C)C12O,bitter
CCC(C)(O)C(=O)OC1C2C(C)C(O)C3(O)OCC42C(CC2C(=CC(O)C(O)C2(C)C34)C)OC1=O,bitter
CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O,bitter
CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CC1=CNc2ccccc12)C(=O)NC(CC1=CN=CN1)C(=O)NC(CO)C(=O)N1CCCC1C(O)=O,bitter
OCC1OC(SC(CC2=CNc3ccccc23)=NOS(O)(=O)=O)C(O)C(O)C1O,bitter
CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C=O,bitter
COc1cc(ccc1OC1OC(CO)C(O)C(O)C1O)C=O,bitter
CCCCCCCCCC(=O)OCC(O)CO,bitter
CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)CO,bitter
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,bitter
CCCCCCCCCCCCCCCC(=O)OCC(O)CO,bitter
